name,age,gender,grade,course,attendance_pct,enrollment_date
James Oconnell,-1.0,F,A,Science,69.1,1970-01-01
Courtney Smith,-1.0,maale,D,History,-10.0,2023-01-31
Shelly Cunningham,15.0,Male,D,SCIENCE,65.64,2023-10-19
Sarah Edwards,-1.0,Other,F,History,32.39716158781074,32-13-2020
Sara Lopez,-1.0,Other,F,math,89.7,1970-01-01
Mark Lowe,-1.0,femle,F,Unknown,32.39716158781074,32-13-2020
Bailey Welch,-1.0,maale,A,History,32.39716158781074,2021-04-03
Dr. Richard Holland,21.0,Unknown,Unknown,SCIENCE,-10.0,32-13-2020
Lori Deleon,-1.0,femle,A,SCIENCE,-10.0,32-13-2020
Eric Wells,-1.0,Female,A,SCIENCE,32.39716158781074,2020-12-15
Alexandra Fowler,13.0,femle,Unknown,English,95.08,1970-01-01
Isaiah Castaneda,-1.0,Unknown,Unknown,Science,32.39716158781074,32-13-2020
Stephanie Rodriguez,11.0,F,Unknown,English,65.23,1970-01-01
Cheryl Hanson,-1.0,Unknown,B,Unknown,32.39716158781074,2020-08-08
Jesse Zamora,12.0,F,Unknown,Unknown,32.39716158781074,1970-01-01
Julie Macias,11.0,femle,Unknown,SCIENCE,32.39716158781074,2023-07-19
Ashley Contreras,23.0,Other,Unknown,Unknown,32.39716158781074,32-13-2020
Ian Thornton,-1.0,femle,Unknown,English,32.39716158781074,32-13-2020
Gary Gutierrez,22.0,Unknown,B,Science,-10.0,2022-02-14
William Jarvis,-1.0,femle,C,math,78.06,32-13-2020
Jonathan Marquez,14.0,Other,F,SCIENCE,-10.0,1970-01-01
Andrea Sutton,-1.0,M,D,Unknown,68.11,32-13-2020
Tina Hughes,10.0,maale,D,Unknown,32.39716158781074,32-13-2020
Stephanie Adams,-1.0,Female,A,SCIENCE,51.53,1970-01-01
Charles Martin,-1.0,F,B,math,32.39716158781074,1970-01-01
Tony Ferguson,-1.0,M,F,Unknown,32.39716158781074,2022-02-04
Angela Maxwell,-1.0,maale,C,Unknown,32.39716158781074,1970-01-01
Alexis Acosta,21.0,femle,Unknown,Unknown,32.39716158781074,1970-01-01
Sarah Morgan,-1.0,Other,Unknown,English,-10.0,32-13-2020
Gina Mcdaniel,-1.0,Unknown,B,History,32.39716158781074,32-13-2020
Scott Pearson,13.0,Female,B,Unknown,32.39716158781074,2024-02-17
Katrina Robinson,23.0,Unknown,A,math,-10.0,1970-01-01
Erin Austin,-1.0,Other,A,SCIENCE,32.39716158781074,32-13-2020
Eduardo Decker,-1.0,Unknown,D,History,32.39716158781074,1970-01-01
Jonathan Romero,10.0,F,Unknown,English,67.14,32-13-2020
Sheila Hunt,-1.0,Female,Unknown,History,32.39716158781074,2022-01-28
Nathan Baker,25.0,Unknown,C,Science,-10.0,1970-01-01
Claudia Moss,-1.0,Unknown,Unknown,Math,-10.0,32-13-2020
William Murray,17.0,M,Unknown,Unknown,-10.0,1970-01-01
Leonard Martinez,15.0,maale,Unknown,math,62.83,32-13-2020
Jesse Briggs,-1.0,femle,Unknown,Unknown,90.61,2025-05-15
Christopher Flores,10.0,Unknown,D,Math,32.39716158781074,32-13-2020
Laura Thompson,-1.0,Female,C,English,92.78,1970-01-01
Annette Castro,-1.0,F,F,History,32.39716158781074,32-13-2020
Kimberly Williams,22.0,F,Unknown,English,32.39716158781074,2023-01-08
Eric Campbell,-1.0,Other,F,English,91.43,2020-12-12
Jeremy Frederick,-1.0,Unknown,F,Science,32.39716158781074,2024-01-13
Michelle Snyder,-1.0,femle,A,SCIENCE,32.39716158781074,32-13-2020
Brian Craig,-1.0,Male,F,Unknown,-10.0,32-13-2020
Patricia Cantu,-1.0,Female,Unknown,SCIENCE,32.39716158781074,1970-01-01
Scott Manning,-1.0,Female,A,History,-10.0,1970-01-01
Mr. Keith Schmidt,-1.0,F,F,Science,-10.0,2020-08-05
Sierra Steele,-1.0,maale,B,Unknown,32.39716158781074,2021-12-04
Dalton Lane II,-1.0,maale,A,math,32.39716158781074,1970-01-01
Tony Miller,-1.0,Male,Unknown,Science,32.39716158781074,2021-04-25
Anthony Miller,20.0,Unknown,F,Science,-10.0,32-13-2020
Melissa Ellis,-1.0,Unknown,B,Unknown,32.39716158781074,32-13-2020
Douglas Pratt,-1.0,Other,Unknown,English,50.97,32-13-2020
Connie Edwards,-1.0,M,Unknown,Science,-10.0,1970-01-01
Angelica Ruiz,-1.0,femle,B,English,83.43,32-13-2020
Gregory Guzman,12.0,Unknown,C,SCIENCE,65.42,2023-11-15
Stefanie Heath,-1.0,Unknown,Unknown,math,32.39716158781074,32-13-2020
Tina Wheeler,-1.0,Unknown,B,SCIENCE,-10.0,1970-01-01
Mark Blackwell,22.0,Male,B,Unknown,-10.0,32-13-2020
Kathryn Delgado,18.0,F,Unknown,math,55.01,32-13-2020
John Moore,-1.0,Other,D,SCIENCE,32.39716158781074,1970-01-01
Zachary Greene,-1.0,Unknown,D,Math,32.39716158781074,32-13-2020
Maria Hutchinson,-1.0,maale,F,Science,32.39716158781074,32-13-2020
Mr. Evan Donovan,-1.0,Other,Unknown,Science,-10.0,32-13-2020
Kenneth Bowman,-1.0,Male,B,English,32.39716158781074,2025-01-31
Patrick Mack,13.0,Female,Unknown,History,-10.0,2022-08-16
Julie Bailey,-1.0,Unknown,D,English,64.74,2024-05-01
Lori Martin,-1.0,M,Unknown,Math,32.39716158781074,2024-09-30
Kerry Lin,13.0,femle,C,SCIENCE,-10.0,2023-12-13
Karen Graves,-1.0,Unknown,Unknown,English,74.08,32-13-2020
Dr. Gregory Henry,-1.0,Unknown,B,Unknown,-10.0,2023-04-28
Mr. Jeffrey Watson DDS,-1.0,Male,D,Math,32.39716158781074,32-13-2020
William Jones,15.0,femle,B,English,32.39716158781074,32-13-2020
Holly Johnson,13.0,Male,D,SCIENCE,73.87,1970-01-01
Cathy Morgan,-1.0,F,D,Unknown,32.39716158781074,2024-07-01
Pamela Chang MD,-1.0,F,Unknown,math,32.39716158781074,1970-01-01
Austin Melton,16.0,M,D,Math,32.39716158781074,1970-01-01
Kimberly Monroe,24.0,F,F,History,32.39716158781074,32-13-2020
Jeffrey Evans,-1.0,M,A,English,52.74,1970-01-01
Ashley Guzman,-1.0,femle,Unknown,Science,32.39716158781074,32-13-2020
Tiffany Ortega,-1.0,Male,B,History,-10.0,2022-11-25
Robert Davis,-1.0,Unknown,B,English,32.39716158781074,2023-08-11
Elizabeth Alexander,-1.0,M,A,Math,32.39716158781074,2021-06-25
Heather Johnson,-1.0,femle,D,Unknown,82.29,2022-08-07
Carlos Kidd,-1.0,Unknown,F,Science,32.39716158781074,32-13-2020
Andrew Henderson,-1.0,Unknown,Unknown,Math,32.39716158781074,1970-01-01
Anthony Chen,-1.0,Unknown,Unknown,math,-10.0,2023-08-26
Nicholas Williams,18.0,F,Unknown,Unknown,-10.0,2024-12-24
Michael Miller,-1.0,Male,Unknown,History,32.39716158781074,32-13-2020
Tina Myers,-1.0,F,F,Math,32.39716158781074,2021-10-22
Patrick Johnson,15.0,M,C,Science,62.72,32-13-2020
David Turner,-1.0,M,A,Science,32.39716158781074,1970-01-01
Christine Butler,12.0,M,C,English,32.39716158781074,2021-08-13
April Collins,-1.0,Female,D,Science,55.12,32-13-2020
Daniel Armstrong,-1.0,M,D,English,32.39716158781074,1970-01-01
Willie Young,13.0,maale,B,Unknown,32.39716158781074,32-13-2020
Kurt Becker,-1.0,Female,Unknown,English,-10.0,2021-07-20
Mrs. Bethany Hicks DDS,15.0,Unknown,B,Unknown,-10.0,1970-01-01
Jim Curtis,-1.0,Male,A,History,-10.0,2021-05-31
Felicia Williams,19.0,Unknown,C,Math,-10.0,2021-01-08
Lindsay Vasquez,-1.0,femle,D,Unknown,32.39716158781074,1970-01-01
Eric Martin,19.0,femle,Unknown,Math,32.39716158781074,32-13-2020
Frank Vazquez,-1.0,femle,F,Science,32.39716158781074,32-13-2020
Linda Henderson,-1.0,Male,F,English,32.39716158781074,2023-11-10
Brandon Molina,20.0,Unknown,A,English,-10.0,32-13-2020
Kimberly Molina,-1.0,Other,Unknown,Math,70.72,2021-03-12
Charles Smith,-1.0,Female,F,History,32.39716158781074,32-13-2020
Barbara Johnson,-1.0,femle,B,History,32.39716158781074,1970-01-01
Kelsey Daniel,-1.0,Female,F,math,89.63,1970-01-01
Jessica Chapman,-1.0,Other,A,Science,-10.0,32-13-2020
Jennifer Nguyen,14.0,F,Unknown,Science,76.9,1970-01-01
Nicole Dunn,-1.0,Male,B,English,32.39716158781074,2021-08-19
Traci Lambert,-1.0,Unknown,F,English,-10.0,1970-01-01
Laura Lopez PhD,23.0,F,Unknown,History,32.39716158781074,32-13-2020
Jerry Stanton,12.0,Female,F,math,78.55,1970-01-01
Joseph Fields,19.0,M,C,Unknown,32.39716158781074,2023-04-29
Maria Gardner,-1.0,Male,Unknown,History,32.39716158781074,2020-06-23
Jeanette Carlson,-1.0,femle,Unknown,Science,32.39716158781074,1970-01-01
Paul Morrow,-1.0,femle,Unknown,Science,-10.0,1970-01-01
Michael Mclean,-1.0,maale,B,Unknown,-10.0,32-13-2020
Joseph Owens,-1.0,Other,F,Math,32.39716158781074,2022-07-24
Daniel Richardson,-1.0,M,B,Unknown,32.39716158781074,2025-04-07
Trevor Parker,22.0,F,Unknown,SCIENCE,66.24,1970-01-01
William Allen,23.0,Other,Unknown,SCIENCE,32.39716158781074,1970-01-01
Lee Holt,-1.0,Female,A,SCIENCE,-10.0,2022-02-07
Jennifer Cobb,-1.0,Unknown,F,English,32.39716158781074,32-13-2020
Steven Johnson,12.0,femle,A,History,71.32,1970-01-01
Robert Chaney,-1.0,Female,F,English,-10.0,32-13-2020
Brittany Lamb,-1.0,femle,C,History,-10.0,1970-01-01
Robert Clements,-1.0,maale,C,SCIENCE,32.39716158781074,2022-09-03
Michelle Martinez,10.0,femle,C,Science,32.39716158781074,1970-01-01
Timothy Love,-1.0,Unknown,D,Unknown,79.74,2021-02-19
Kristina Campbell,13.0,M,A,math,32.39716158781074,2022-10-27
Kimberly Case,-1.0,maale,B,Science,-10.0,1970-01-01
Gary Ortega,-1.0,femle,B,Science,32.39716158781074,2024-08-12
Ryan Bartlett,17.0,F,C,Unknown,-10.0,32-13-2020
Lauren Miller,-1.0,femle,F,math,98.26,32-13-2020
Jeffery Willis,-1.0,M,D,Science,53.52,32-13-2020
Sara Howard,21.0,Female,F,History,-10.0,1970-01-01
Brandon Ramirez,-1.0,maale,A,SCIENCE,-10.0,32-13-2020
Alan Thompson,-1.0,Female,D,Math,32.39716158781074,2023-11-17
Brandon Lopez,-1.0,Other,C,math,32.39716158781074,32-13-2020
Terri Collins,-1.0,femle,Unknown,Unknown,-10.0,1970-01-01
Kelsey Franklin,-1.0,femle,F,math,32.39716158781074,32-13-2020
Nichole Lam,-1.0,F,Unknown,math,32.39716158781074,2024-11-05
Thomas Jordan,-1.0,Male,F,Unknown,-10.0,2021-07-25
Randy Smith,11.0,maale,Unknown,Math,-10.0,32-13-2020
Edwin Anderson,-1.0,M,C,Unknown,32.39716158781074,2021-12-24
Eddie Bond,-1.0,Male,D,SCIENCE,32.39716158781074,32-13-2020
Terri Wilson,-1.0,Unknown,D,Unknown,32.39716158781074,1970-01-01
Lori Walker,-1.0,femle,A,History,-10.0,32-13-2020
Vincent Rojas,20.0,Female,B,Unknown,91.55,1970-01-01
Jordan Rosales,-1.0,maale,D,English,32.39716158781074,2021-02-17
Jennifer Barnett,-1.0,Other,B,History,-10.0,32-13-2020
Ricky Harding,-1.0,F,B,Science,-10.0,2023-01-11
Susan Orr,-1.0,Unknown,A,Science,32.39716158781074,1970-01-01
Stephanie Holland,-1.0,Other,B,Unknown,57.25,1970-01-01
Elijah Garcia,-1.0,F,B,Science,32.39716158781074,1970-01-01
Christopher Ortiz,-1.0,Other,C,Science,32.39716158781074,32-13-2020
Beth Anderson,-1.0,Male,B,Unknown,32.39716158781074,32-13-2020
Sheila Thornton,22.0,Unknown,C,Unknown,32.39716158781074,1970-01-01
Arthur Wilson,21.0,M,F,Unknown,32.39716158781074,32-13-2020
Tristan Foster,-1.0,F,F,Math,32.39716158781074,1970-01-01
Bradley Smith,-1.0,M,A,Unknown,32.39716158781074,1970-01-01
Terri Banks,-1.0,Other,Unknown,Unknown,32.39716158781074,1970-01-01
Henry Young,-1.0,maale,B,History,32.39716158781074,1970-01-01
Brett Zuniga,-1.0,maale,D,History,32.39716158781074,2022-01-26
Roberta Sanchez,-1.0,M,A,math,-10.0,1970-01-01
Juan Gonzalez,-1.0,Unknown,F,English,99.32,1970-01-01
Gabriella Stein,-1.0,Female,F,History,-10.0,1970-01-01
Amanda Pruitt,-1.0,Female,Unknown,History,32.39716158781074,32-13-2020
Jay Reid,-1.0,Unknown,C,English,32.39716158781074,2020-08-17
Danielle Greene,12.0,M,F,Science,-10.0,32-13-2020
Dr. Jessica Nielsen MD,23.0,Unknown,D,History,94.66,2022-04-03
Gary Jones,16.0,Other,F,Unknown,64.09,2024-07-14
Jon Bennett,-1.0,Female,B,math,32.39716158781074,32-13-2020
Joseph Obrien,14.0,Female,C,Unknown,64.46,1970-01-01
Heather Romero,-1.0,Female,Unknown,History,32.39716158781074,1970-01-01
Tiffany Howard,-1.0,Female,C,Unknown,32.39716158781074,1970-01-01
Anthony Miller,19.0,maale,Unknown,Unknown,-10.0,2023-12-30
Judy Farrell,-1.0,Male,A,Math,32.39716158781074,32-13-2020
Randy Black,20.0,Female,F,English,95.4,2024-01-20
Andres Reilly,-1.0,femle,B,Unknown,32.39716158781074,1970-01-01
James Haas DDS,21.0,Unknown,B,English,54.78,2022-11-20
Jason Phillips,-1.0,Other,Unknown,Science,32.39716158781074,32-13-2020
Kristen Vasquez,-1.0,maale,B,Unknown,32.39716158781074,2023-04-16
Elizabeth Lee,-1.0,femle,Unknown,math,-10.0,2021-01-13
Scott Benjamin,-1.0,Unknown,B,Unknown,-10.0,1970-01-01
Megan Nolan,-1.0,Other,D,SCIENCE,-10.0,2024-07-16
Victoria Dunn,-1.0,Male,D,math,91.21,32-13-2020
Amy Young,23.0,Female,A,Science,78.94,2020-11-26
Brooke Hayes,-1.0,Other,C,Unknown,53.1,1970-01-01
Timothy Schmidt,-1.0,maale,B,Math,-10.0,2024-09-15
Ashley James,10.0,Other,A,English,99.11,2024-08-07
Emily Crosby,-1.0,femle,C,English,-10.0,32-13-2020
Ms. Angel Day MD,-1.0,F,D,History,-10.0,1970-01-01
Jacqueline White,-1.0,M,A,History,77.83,32-13-2020
Peter Hall,-1.0,femle,D,Unknown,32.39716158781074,32-13-2020
Natasha Clark,-1.0,Female,B,Science,32.39716158781074,2025-01-04
Holly Daniel,-1.0,Unknown,A,Unknown,32.39716158781074,1970-01-01
Laura Hoffman,-1.0,Unknown,Unknown,History,32.39716158781074,2024-03-07
Alexander Phillips,-1.0,Other,B,math,32.39716158781074,32-13-2020
Kyle Jones,-1.0,M,F,math,32.39716158781074,1970-01-01
Patrick Esparza,24.0,femle,D,Science,32.39716158781074,1970-01-01
Anna Wright,20.0,Female,B,Unknown,-10.0,1970-01-01
Steven Baker,-1.0,Male,Unknown,math,32.39716158781074,32-13-2020
Brett Johnson,11.0,femle,C,Unknown,90.07,32-13-2020
Maria Vang,-1.0,maale,C,SCIENCE,32.39716158781074,2022-02-08
Arthur Lamb,-1.0,maale,C,math,32.39716158781074,1970-01-01
Christian Miller,-1.0,femle,Unknown,Science,71.23,32-13-2020
Heather Shah,-1.0,Unknown,Unknown,History,32.39716158781074,32-13-2020
Sara Jackson,15.0,Other,D,History,32.39716158781074,1970-01-01
Eric Salazar,-1.0,Male,A,English,-10.0,32-13-2020
Katherine Mendoza,-1.0,Other,Unknown,History,32.39716158781074,1970-01-01
Vanessa Brown,12.0,M,F,English,70.57,32-13-2020
Katherine Perez,-1.0,F,F,Math,32.39716158781074,32-13-2020
Ronald Acosta,-1.0,maale,Unknown,SCIENCE,32.39716158781074,32-13-2020
Barbara Blackburn,-1.0,Male,Unknown,Unknown,32.39716158781074,32-13-2020
Daniel Thomas,16.0,femle,D,Math,32.39716158781074,2024-10-27
Timothy Jimenez,-1.0,Other,Unknown,English,32.39716158781074,32-13-2020
Joshua Miller,22.0,F,Unknown,Unknown,-10.0,1970-01-01
Wendy Reilly,-1.0,maale,C,SCIENCE,32.39716158781074,1970-01-01
Mark Russo,-1.0,F,C,math,60.6,1970-01-01
Brandy Jackson,12.0,Other,C,English,32.39716158781074,2022-11-27
Thomas Morris,-1.0,Unknown,A,math,32.39716158781074,32-13-2020
Daniel Lopez,-1.0,Unknown,B,math,32.39716158781074,32-13-2020
Annette Owen,12.0,Female,Unknown,SCIENCE,32.39716158781074,1970-01-01
Dr. Gary Bush Jr.,-1.0,Other,C,Unknown,32.39716158781074,1970-01-01
Vanessa Poole,11.0,Unknown,Unknown,SCIENCE,32.39716158781074,2023-02-08
William King,-1.0,femle,Unknown,English,32.39716158781074,2020-10-06
Maureen Williams,10.0,Unknown,Unknown,Unknown,-10.0,2025-06-16
Mark Morris,-1.0,F,D,English,-10.0,1970-01-01
Joseph Smith,-1.0,Female,Unknown,math,97.65,2022-10-02
Teresa Wright,21.0,F,C,Unknown,32.39716158781074,2021-04-23
Alexis Mcdaniel,-1.0,femle,A,Math,-10.0,32-13-2020
Laura Lee,-1.0,Unknown,D,Unknown,52.56,32-13-2020
Martha Mitchell,-1.0,maale,Unknown,English,32.39716158781074,32-13-2020
Julie Lynch,11.0,Other,D,math,-10.0,1970-01-01
Randall Dorsey,-1.0,maale,D,English,-10.0,2025-04-29
Joshua Robinson,-1.0,Other,D,Math,32.39716158781074,1970-01-01
Evelyn Arnold,14.0,Male,B,Math,32.39716158781074,32-13-2020
Charles Smith,-1.0,maale,D,Unknown,32.39716158781074,32-13-2020
Tristan Cummings,-1.0,M,F,Math,99.77,2022-06-10
Brian Jackson,24.0,Other,C,History,-10.0,1970-01-01
Andrea Burns,-1.0,Unknown,A,English,32.39716158781074,32-13-2020
Gary Roy,-1.0,Unknown,Unknown,Unknown,-10.0,2024-10-30
Logan Dixon,-1.0,Female,D,Science,32.39716158781074,2020-09-13
Nancy Francis,24.0,Unknown,A,History,-10.0,32-13-2020
Anna Floyd,-1.0,Unknown,D,Unknown,53.93,1970-01-01
Aaron Fisher,23.0,femle,Unknown,English,32.39716158781074,32-13-2020
Erin Smith,16.0,Male,A,math,82.93,32-13-2020
Anna Peterson,-1.0,F,Unknown,Unknown,-10.0,2020-06-16
Mr. Henry Watts,-1.0,Other,F,English,32.39716158781074,2022-06-20
Martin Stone,14.0,Male,A,Unknown,-10.0,2021-12-10
Wendy Cameron,23.0,maale,F,English,-10.0,2023-11-10
Teresa Smith,-1.0,Other,F,Science,64.49,2023-09-28
Jennifer Smith,-1.0,maale,F,Unknown,-10.0,2020-08-11
Elizabeth Moran,-1.0,Unknown,Unknown,Unknown,32.39716158781074,2024-05-11
Crystal Russell,23.0,Unknown,D,Math,80.14,32-13-2020
Frank Bryant,-1.0,M,C,Unknown,-10.0,2024-08-26
Pamela Vazquez DVM,18.0,Unknown,A,Unknown,32.39716158781074,1970-01-01
Rachel Burke,20.0,Female,C,Unknown,32.39716158781074,2021-06-15
Cory Logan,-1.0,Male,F,math,32.39716158781074,1970-01-01
Jeff Hill,-1.0,Unknown,D,English,-10.0,1970-01-01
Cynthia Jones,-1.0,Unknown,B,History,-10.0,1970-01-01
Tara Fitzpatrick DVM,-1.0,Male,B,Unknown,32.39716158781074,1970-01-01
Peter Bell,22.0,maale,Unknown,Unknown,32.39716158781074,2023-06-15
Andrew Torres,-1.0,Male,C,Math,77.14,1970-01-01
Wayne Morris,-1.0,Unknown,F,SCIENCE,32.39716158781074,2023-06-02
Andrea Moss,-1.0,M,F,Unknown,32.39716158781074,1970-01-01
Marcus Solis,-1.0,Other,Unknown,Math,32.39716158781074,1970-01-01
Timothy Clark,-1.0,femle,C,SCIENCE,32.39716158781074,32-13-2020
Felicia Smith,-1.0,Female,C,History,-10.0,1970-01-01
Nicholas Gordon,-1.0,Other,F,English,32.39716158781074,32-13-2020
Kristi Bullock,-1.0,Other,A,Science,80.09,2024-03-20
Mrs. Linda Martin,19.0,Other,C,SCIENCE,58.77,32-13-2020
Thomas Harvey,-1.0,Unknown,A,History,-10.0,32-13-2020
James Bell,-1.0,M,Unknown,Math,32.39716158781074,1970-01-01
Belinda Aguilar,19.0,Male,Unknown,SCIENCE,63.69,2023-12-06
Melissa Ruiz,-1.0,femle,Unknown,math,60.91,32-13-2020
Joseph Gillespie,-1.0,femle,Unknown,Unknown,32.39716158781074,1970-01-01
Alexander Wilson,12.0,Male,Unknown,Unknown,-10.0,32-13-2020
Lisa Spencer,-1.0,M,B,English,32.39716158781074,32-13-2020
Karen Ramos,21.0,Male,A,History,-10.0,1970-01-01
Laura Garcia,-1.0,maale,D,Science,76.09,1970-01-01
Margaret Long,23.0,Male,Unknown,Math,32.39716158781074,2021-02-14
Kaitlyn Harvey,-1.0,F,F,Science,32.39716158781074,2025-04-14
Bethany Larsen,-1.0,Other,B,math,32.39716158781074,32-13-2020
Jacqueline Cooley,11.0,M,C,Unknown,-10.0,2022-06-24
Terry Fischer,24.0,Unknown,Unknown,English,-10.0,1970-01-01
Joseph Sims,-1.0,maale,Unknown,English,-10.0,32-13-2020
Laura Morris,11.0,Unknown,D,Science,32.39716158781074,1970-01-01
Amber Fisher,-1.0,maale,A,Unknown,32.39716158781074,32-13-2020
Lisa Curry,-1.0,Other,B,Math,32.39716158781074,32-13-2020
Amanda Gregory,-1.0,M,D,English,32.39716158781074,2025-04-02
Kimberly Murphy,-1.0,maale,A,Unknown,32.39716158781074,32-13-2020
Daniel Reeves,-1.0,F,A,Science,97.81,2024-07-26
Bradley Ross,-1.0,Unknown,A,Science,32.39716158781074,32-13-2020
Mr. Anthony Raymond,-1.0,maale,Unknown,Unknown,-10.0,1970-01-01
Virginia Smith,22.0,maale,Unknown,Unknown,89.94,1970-01-01
Richard Cook,19.0,Unknown,Unknown,Unknown,-10.0,32-13-2020
Lisa Walker,24.0,Unknown,F,English,32.39716158781074,2023-05-07
Sharon Woods,-1.0,maale,Unknown,Unknown,-10.0,2022-08-01
Amy Velazquez,11.0,Other,F,Unknown,32.39716158781074,2020-09-10
Andrew Dennis,-1.0,Unknown,F,Unknown,32.39716158781074,2025-02-13
Angela Chen,16.0,femle,C,Unknown,32.39716158781074,1970-01-01
Larry Jordan,-1.0,Male,F,Math,32.39716158781074,32-13-2020
Brenda Dean,-1.0,Unknown,B,English,63.05,32-13-2020
Jeremy White,-1.0,F,F,SCIENCE,-10.0,2021-09-30
Tonya Baker,-1.0,Other,C,History,32.39716158781074,1970-01-01
William Gaines,-1.0,F,Unknown,Math,70.48,1970-01-01
Linda Medina,-1.0,M,A,English,32.39716158781074,1970-01-01
Jane Perkins,-1.0,maale,B,History,57.89,32-13-2020
Vincent Harper,-1.0,Other,Unknown,History,32.39716158781074,32-13-2020
Alejandro Kerr,20.0,F,D,Unknown,-10.0,32-13-2020
Michelle Franklin,-1.0,femle,Unknown,math,82.03,1970-01-01
Kathy Roberts,21.0,Male,C,English,-10.0,1970-01-01
Trevor Watts,-1.0,Unknown,F,SCIENCE,32.39716158781074,1970-01-01
Michael Johnson,-1.0,M,Unknown,Unknown,32.39716158781074,1970-01-01
Julie Quinn,-1.0,F,D,Math,32.39716158781074,32-13-2020
Ann Wright,-1.0,Female,C,History,32.39716158781074,1970-01-01
Janet Tran,-1.0,Female,C,Unknown,32.39716158781074,2020-12-01
Kathryn Clark,-1.0,Unknown,A,math,88.06,2023-12-19
Pamela Matthews,-1.0,Unknown,A,Unknown,32.39716158781074,32-13-2020
Alejandro Martin,-1.0,Unknown,Unknown,math,64.24,2021-01-12
Christopher Romero,-1.0,F,B,SCIENCE,-10.0,2025-02-11
Danielle Swanson,-1.0,femle,Unknown,Unknown,69.24,1970-01-01
Kelly Moore,-1.0,Female,D,Unknown,32.39716158781074,1970-01-01
Erin Mcmahon,-1.0,F,D,math,32.39716158781074,1970-01-01
Jeffrey White,-1.0,F,B,English,-10.0,2022-12-26
Javier Gaines,-1.0,Male,Unknown,Math,94.91,1970-01-01
Jared Townsend,-1.0,Male,B,Science,63.66,1970-01-01
Megan Goodman,-1.0,M,Unknown,Science,32.39716158781074,1970-01-01
Jessica Jones,-1.0,Other,A,Unknown,92.99,1970-01-01
Gary Clay,-1.0,femle,C,History,-10.0,1970-01-01
Steven Silva,-1.0,femle,C,SCIENCE,-10.0,1970-01-01
Jodi Anderson,-1.0,Female,Unknown,SCIENCE,73.82,32-13-2020
Ashley Wilson,-1.0,maale,F,English,98.49,32-13-2020
Courtney Smith,-1.0,M,B,Unknown,32.39716158781074,2025-06-13
William Weaver,-1.0,Unknown,Unknown,History,32.39716158781074,1970-01-01
Kenneth Gonzalez,-1.0,Other,F,English,66.45,32-13-2020
Joel Rodgers,-1.0,F,Unknown,Science,82.88,2021-06-05
Devon Vasquez,-1.0,F,A,Unknown,-10.0,1970-01-01
Denise Leon,-1.0,Unknown,A,History,32.39716158781074,2021-02-02
Samantha Kerr,-1.0,femle,D,Math,32.39716158781074,2022-08-02
Terry Hall,-1.0,Male,A,SCIENCE,55.67,32-13-2020
Jon Brown,-1.0,M,F,Unknown,93.7,2022-12-24
Amy Pruitt,-1.0,femle,C,History,32.39716158781074,32-13-2020
Jason Bell,-1.0,Female,F,English,-10.0,2023-01-19
Matthew Alvarez,-1.0,Unknown,D,Unknown,-10.0,1970-01-01
Barbara Gibbs,-1.0,Unknown,D,Unknown,32.39716158781074,2023-04-05
Paul Campbell,-1.0,Other,C,Math,-10.0,2024-03-21
Sonya Yang,-1.0,Unknown,Unknown,SCIENCE,-10.0,32-13-2020
Peter Mccarthy,-1.0,Male,F,Unknown,32.39716158781074,2021-10-27
Jeremy Bishop,-1.0,Unknown,F,Math,60.11,32-13-2020
Danielle Todd,-1.0,Unknown,Unknown,History,32.39716158781074,2022-03-17
Brooke Giles,-1.0,F,B,English,-10.0,1970-01-01
Joseph Lee,15.0,Unknown,B,English,70.23,32-13-2020
Miguel Gonzalez DDS,-1.0,F,Unknown,Math,67.78,1970-01-01
Brian Cruz,-1.0,Unknown,F,SCIENCE,32.39716158781074,32-13-2020
Mary Weaver,-1.0,M,Unknown,SCIENCE,-10.0,1970-01-01
John Huber,-1.0,Unknown,F,Unknown,97.02,1970-01-01
Catherine Roberts DDS,-1.0,femle,D,Math,-10.0,32-13-2020
Denise Mcbride,-1.0,femle,A,English,73.11,1970-01-01
Meagan Reed,-1.0,Unknown,A,Unknown,-10.0,32-13-2020
Brian Williams,-1.0,maale,D,Unknown,32.39716158781074,1970-01-01
Kristin Stout,-1.0,Unknown,C,History,32.39716158781074,2020-11-10
Peggy Wade,-1.0,Male,A,Math,32.39716158781074,32-13-2020
Melissa Cunningham,-1.0,maale,Unknown,SCIENCE,72.67,1970-01-01
Michael Guerra,-1.0,maale,C,History,78.6,2020-08-15
Casey Haas,10.0,Other,D,Unknown,80.81,32-13-2020
Dylan Ward,20.0,Female,B,SCIENCE,32.39716158781074,2025-01-03
Tiffany Russell,-1.0,Unknown,A,English,32.39716158781074,32-13-2020
Krista Mendoza,-1.0,femle,C,Math,32.39716158781074,32-13-2020
Michael Miller,-1.0,Unknown,B,SCIENCE,92.13,2023-01-01
